order_day	customer	product_group	ops	units
09-JAN-13	2682345	B	89.658	1
09-JAN-13	3658808	B	68.291	1
09-JAN-13	4179620	C	217.61	2
09-JAN-13	5022548	B	102.479	1
10-JAN-13	0425510	B	89.658	1
10-JAN-13	0542878	C	1492.32	4
10-JAN-13	2673760	A	699.1	1
10-JAN-13	3068772	C	702.4	2
10-JAN-13	3196323	B	308.068	1
10-JAN-13	3301400	A	256.6	1
10-JAN-13	3676811	B	43.504	1
11-JAN-13	0266101	B	49.487	1
11-JAN-13	1075250	B	68.291	1
11-JAN-13	1206184	B	92.308	1
11-JAN-13	1329247	B	136.667	1
11-JAN-13	1757919	B	180.171	1
11-JAN-13	2736320	B	149.402	1
11-JAN-13	2832948	B	119.573	1
11-JAN-13	3050089	B	56.325	1
11-JAN-13	4113898	B	42.65	1
11-JAN-13	5077679	A	699.1	1
12-JAN-13	0412488	C	251.29	3
12-JAN-13	1614337	B	104.786	1
12-JAN-13	1695410	B	389.658	1
12-JAN-13	3313419	A	699.1	1
12-JAN-13	4113898	B	74.274	1
12-JAN-13	4595525	B	45.983	1
13-JAN-13	3104421	B	89.658	1
13-JAN-13	3398283	B	196.496	1
13-JAN-13	3582852	A	168.1	1
13-JAN-13	3735257	B	213.59	1
13-JAN-13	5116813	B	213.59	1
14-JAN-13	0886533	B	16.068	1
14-JAN-13	2178788	A	699.1	1
14-JAN-13	2351083	B	77.8	1
14-JAN-13	2619037	B	84.444	1
14-JAN-13	3041572	B	136.667	1
14-JAN-13	3188095	B	59.744	1
14-JAN-13	3275169	B	37.521	1
15-JAN-13	0399772	A	699.1	1
15-JAN-13	0712453	A	699.1	1
15-JAN-13	1110712	B	93.932	1
15-JAN-13	1349817	A	699.1	1
15-JAN-13	2283678	B	76.838	1
15-JAN-13	2974592	B	37.521	1
15-JAN-13	2989552	A	699.1	1
15-JAN-13	3931760	A	876.1	1
15-JAN-13	4882961	A	699.1	1
15-JAN-13	5167303	C	552.0	12
15-JAN-13	5177265	A	699.1	1
15-JAN-13	5178897	B	37.521	1
16-JAN-13	0198526	A	699.1	1
09-JAN-13	1894990	C	288.89	1
09-JAN-13	2557905	C	138.0	2
09-JAN-13	2692817	B	162.222	1
09-JAN-13	2714339	C	33.76	1
09-JAN-13	4034593	B	192.991	1
09-JAN-13	5007095	B	68.291	1
10-JAN-13	0734213	B	115.299	1
10-JAN-13	2488256	B	119.573	1
10-JAN-13	2610707	B	128.12	1
10-JAN-13	3071458	B	34.103	1
10-JAN-13	3129292	C	169.23	1
10-JAN-13	3397365	A	699.1	1
10-JAN-13	3735036	B	62.308	1
10-JAN-13	5027206	B	34.103	1
11-JAN-13	0145469	B	89.658	1
11-JAN-13	1297236	B	27.179	1
11-JAN-13	1611583	B	109.045	2
11-JAN-13	1684887	A	129.2	1
11-JAN-13	2987614	B	82.906	1
11-JAN-13	3485323	B	153.761	1
11-JAN-13	3496390	B	191.282	1
11-JAN-13	3577735	B	29.829	1
11-JAN-13	3964213	B	89.658	1
11-JAN-13	4174316	B	239.231	1
12-JAN-13	0998427	B	56.239	1
12-JAN-13	3176382	A	699.1	1
12-JAN-13	4213042	B	45.983	1
12-JAN-13	4125271	B	88.8	1
12-JAN-13	5100510	A	699.1	1
13-JAN-13	2219401	A	699.1	1
13-JAN-13	2264366	A	699.1	1
13-JAN-13	2623134	A	729.2	3
13-JAN-13	2824941	B	75.897	1
13-JAN-13	2854011	C	741.03	3
13-JAN-13	4034593	B	213.504	1
13-JAN-13	3726842	C	154.88	2
13-JAN-13	4528545	B	239.231	1
13-JAN-13	5123902	B	94.689	3
14-JAN-13	0309128	C	462.39	2
14-JAN-13	1793364	A	955.7	2
14-JAN-13	3039685	B	145.128	1
14-JAN-13	3161303	B	141.795	1
14-JAN-13	3243515	A	127.4	1
14-JAN-13	3658196	B	153.761	1
14-JAN-13	3951514	B	53.761	1
14-JAN-13	4203726	B	186.239	1
14-JAN-13	4999921	B	256.325	1
14-JAN-13	5155845	A	699.1	1
15-JAN-13	1827517	A	699.1	1
15-JAN-13	2318443	A	699.1	1
15-JAN-13	2324971	A	2646.0	1
15-JAN-13	2468859	A	699.1	1
15-JAN-13	2828171	B	380.171	1
15-JAN-13	2863463	A	699.1	1
15-JAN-13	3158532	C	802.56	1
15-JAN-13	3365490	A	699.1	1
16-JAN-13	1640874	A	699.1	1
16-JAN-13	1911072	A	699.1	1
16-JAN-13	2205240	A	2646.0	1
16-JAN-13	2615688	A	2646.0	1
16-JAN-13	2917438	A	2646.0	1
16-JAN-13	3343951	A	699.1	1
16-JAN-13	3519901	A	699.1	1
16-JAN-13	3639853	B	295.282	2
16-JAN-13	3670215	B	76.838	1
17-JAN-13	0605047	A	1389.4	1
17-JAN-13	1450389	B	73.8	1
17-JAN-13	2225640	A	286.7	1
17-JAN-13	3382286	B	38.205	2
17-JAN-13	3559579	A	2646.0	1
17-JAN-13	3667988	B	479.829	6
17-JAN-13	3310869	B	84.444	1
17-JAN-13	3456134	B	76.838	1
17-JAN-13	3473865	B	178.291	3
17-JAN-13	5211724	B	128.12	1
17-JAN-13	5247849	A	699.1	1
18-JAN-13	0576810	B	130.598	1
18-JAN-13	0669562	B	48.632	1
18-JAN-13	1884909	A	699.1	1
18-JAN-13	2415003	B	33.333	1
18-JAN-13	3132165	B	33.333	1
18-JAN-13	3218712	A	336.2	2
18-JAN-13	3680415	B	64.872	1
18-JAN-13	4583098	B	89.658	1
18-JAN-13	5255924	B	179.402	1
19-JAN-13	0538917	C	76.07	1
19-JAN-13	1350854	B	75.897	1
19-JAN-13	1501763	B	85.385	1
19-JAN-13	1616428	B	89.658	1
19-JAN-13	1882971	A	699.1	1
19-JAN-13	4056846	B	24.615	1
19-JAN-13	5220700	B	128.12	1
19-JAN-13	5250977	B	93.932	1
20-JAN-13	0336532	B	93.932	1
20-JAN-13	0682091	B	139.9	1
20-JAN-13	1539469	B	247.778	1
20-JAN-13	1646620	B	59.744	1
20-JAN-13	2131188	B	75.897	1
20-JAN-13	3394458	B	170.855	1
20-JAN-13	3692128	B	229.744	1
20-JAN-13	4699480	A	699.1	1
21-JAN-13	2934098	A	699.1	1
21-JAN-13	3961969	B	102.479	1
21-JAN-13	5340159	B	75.897	1
16-JAN-13	3044938	B	129.829	1
16-JAN-13	3065848	A	699.1	1
16-JAN-13	4573272	C	118.8	1
16-JAN-13	4668642	A	2646.0	1
16-JAN-13	4755818	B	390.8	1
17-JAN-13	0968337	B	256.155	3
17-JAN-13	1429054	A	699.1	1
17-JAN-13	1540999	B	75.897	1
17-JAN-13	1606636	A	699.1	1
17-JAN-13	1677764	B	100.684	1
17-JAN-13	1696311	A	955.7	2
17-JAN-13	2019515	B	135.726	1
17-JAN-13	2570536	C	255.56	2
17-JAN-13	2783495	B	179.232	3
17-JAN-13	2852107	B	66.487	1
17-JAN-13	3007572	C	347.86	1
17-JAN-13	3398130	A	699.1	1
17-JAN-13	3459330	A	309.7	1
17-JAN-13	4041512	B	118.803	1
17-JAN-13	5241151	B	145.214	1
18-JAN-13	0000510	A	699.1	1
18-JAN-13	0165954	A	2646.0	1
18-JAN-13	0992239	C	453.0	2
18-JAN-13	1427728	B	53.8	1
18-JAN-13	1532975	B	102.393	1
18-JAN-13	1787533	B	222.137	1
18-JAN-13	1991822	C	143.59	1
18-JAN-13	2833662	C	143.59	1
18-JAN-13	3165383	B	34.162	1
18-JAN-13	3417000	A	699.1	1
18-JAN-13	4126971	A	1489.1	2
18-JAN-13	4205936	A	699.1	1
18-JAN-13	3825544	A	699.1	1
19-JAN-13	2115327	B	119.573	1
19-JAN-13	3041572	B	111.026	1
19-JAN-13	3462968	B	204.788	4
19-JAN-13	3865205	B	28.889	1
19-JAN-13	5295330	B	107.607	1
19-JAN-13	5303881	B	51.197	1
20-JAN-13	0523600	B	182.649	2
20-JAN-13	2056456	A	610.6	1
20-JAN-13	3306619	B	51.197	1
21-JAN-13	3426350	B	100.684	1
16-JAN-13	0533341	A	699.1	1
16-JAN-13	1067685	B	92.308	1
16-JAN-13	1388203	A	164.6	1
16-JAN-13	1979752	B	53.8	1
16-JAN-13	2600065	B	39.231	1
16-JAN-13	2761480	A	2646.0	1
16-JAN-13	3163105	B	136.582	2
16-JAN-13	3527551	A	699.1	1
16-JAN-13	3716557	C	270.08	2
16-JAN-13	4162212	A	699.1	1
16-JAN-13	4356947	A	699.1	1
16-JAN-13	3013454	B	89.658	1
16-JAN-13	3428237	A	854.0	1
16-JAN-13	5089936	A	699.1	1
17-JAN-13	0299404	B	135.043	1
17-JAN-13	1760112	A	177.0	1
17-JAN-13	2193833	B	89.658	1
17-JAN-13	3005974	B	73.419	1
17-JAN-13	3041589	B	129.829	1
17-JAN-13	3162816	B	341.795	1
17-JAN-13	3322803	A	699.1	1
17-JAN-13	4272865	A	699.1	1
17-JAN-13	4664392	B	70.581	1
17-JAN-13	4731406	A	318.6	2
17-JAN-13	5244823	B	76.838	1
18-JAN-13	0616216	A	699.1	1
18-JAN-13	1692945	A	699.1	1
18-JAN-13	2686799	A	1309.7	2
18-JAN-13	2814469	B	93.932	1
18-JAN-13	4918916	B	162.222	1
19-JAN-13	0166838	B	34.103	1
19-JAN-13	0362695	B	239.9	1
19-JAN-13	0555645	B	38.8	1
19-JAN-13	0655877	A	238.9	1
19-JAN-13	1584502	B	222.137	1
19-JAN-13	2714254	B	59.701	1
19-JAN-13	3075300	A	699.1	1
19-JAN-13	3253936	A	1575.2	2
19-JAN-13	4174282	B	89.658	1
19-JAN-13	4487405	A	309.7	1
20-JAN-13	1372529	B	206.53	3
20-JAN-13	1418480	B	111.026	1
20-JAN-13	1553086	C	240.0	1
20-JAN-13	3781531	B	100.855	1
20-JAN-13	4164626	B	204.788	4
21-JAN-13	0909058	A	699.1	1
21-JAN-13	1841576	B	89.658	1
21-JAN-13	2654261	B	102.479	1
21-JAN-13	3352893	A	699.1	1
21-JAN-13	4276979	A	168.1	1
15-JAN-13	4281739	B	119.573	1
15-JAN-13	5008251	C	147.0	1
15-JAN-13	5115283	A	699.1	1
15-JAN-13	5167303	B	800.555	4
15-JAN-13	5178370	B	23.8	1
16-JAN-13	0381514	A	699.1	1
16-JAN-13	1676625	B	37.521	1
16-JAN-13	1697790	A	699.1	1
16-JAN-13	1702431	A	2646.0	1
16-JAN-13	2012613	A	2646.0	1
16-JAN-13	5217572	A	699.1	1
17-JAN-13	2885920	B	68.291	1
17-JAN-13	2923303	B	89.658	1
17-JAN-13	3000976	B	119.573	1
17-JAN-13	3831239	A	1778.8	1
17-JAN-13	5245809	B	89.658	1
17-JAN-13	5250450	A	699.1	1
17-JAN-13	5252524	A	699.1	1
18-JAN-13	1088272	A	699.1	1
18-JAN-13	1634057	B	117.949	1
18-JAN-13	2359770	A	699.1	1
18-JAN-13	2834614	A	699.1	1
18-JAN-13	3284553	A	2646.0	1
18-JAN-13	3298442	B	33.333	1
18-JAN-13	4065380	B	204.788	4
18-JAN-13	5206063	A	699.1	1
18-JAN-13	5274182	B	33.333	1
19-JAN-13	2140878	B	53.761	1
19-JAN-13	3386060	A	655.8	1
19-JAN-13	3765908	B	161.538	1
19-JAN-13	4205936	A	2646.0	1
19-JAN-13	5161710	A	699.1	1
19-JAN-13	5285317	A	2646.0	1
20-JAN-13	0607393	A	1575.2	2
20-JAN-13	1624095	B	90.427	1
20-JAN-13	1773151	B	33.333	1
20-JAN-13	2194326	B	199.9	1
20-JAN-13	4883097	B	51.197	1
20-JAN-13	5077339	B	102.5	1
21-JAN-13	0121584	A	318.6	2
21-JAN-13	0843268	B	119.573	1
21-JAN-13	1501219	B	112.563	3
21-JAN-13	2000798	B	93.846	1
21-JAN-13	2610707	B	136.547	1
21-JAN-13	2666943	A	876.1	1
21-JAN-13	2679472	B	126.496	1
21-JAN-13	2792369	B	34.103	1
21-JAN-13	3218712	A	1008.6	6
21-JAN-13	5362140	B	49.675	1
22-JAN-13	0945965	C	288.89	1
22-JAN-13	0981478	C	244.44	3
22-JAN-13	1035980	B	111.026	1
22-JAN-13	2930001	B	134.786	2
22-JAN-13	3337389	A	2646.0	1
22-JAN-13	3352842	B	153.761	1
22-JAN-13	5247509	B	85.299	1
22-JAN-13	5377644	B	144.359	1
22-JAN-13	5400679	B	222.137	1
23-JAN-13	0499324	C	229.06	1
23-JAN-13	1677118	A	699.1	1
23-JAN-13	2565215	C	580.31	9
23-JAN-13	2896273	A	43009.0	10
23-JAN-13	3654541	A	629.2	1
23-JAN-13	4516441	B	30.598	1
23-JAN-13	5068499	C	288.89	1
24-JAN-13	2839153	B	89.658	1
24-JAN-13	3303661	B	93.846	1
24-JAN-13	3504516	C	202.56	2
24-JAN-13	4782151	B	38.0	1
24-JAN-13	5461369	B	59.744	1
25-JAN-13	1620440	C	494.02	2
25-JAN-13	2129148	B	117.009	1
25-JAN-13	2992493	B	59.744	1
26-JAN-13	1164653	B	222.052	2
26-JAN-13	2766308	B	155.556	1
26-JAN-13	2882605	B	58.632	1
26-JAN-13	3349408	A	5300.9	1
26-JAN-13	3682115	B	42.65	1
26-JAN-13	3962122	B	37.521	1
26-JAN-13	5519849	B	213.59	1
27-JAN-13	0208386	A	699.1	1
27-JAN-13	0988567	B	93.932	1
27-JAN-13	1682932	B	93.846	1
27-JAN-13	3186361	B	42.564	1
27-JAN-13	3968616	B	111.026	1
27-JAN-13	4265657	B	155.556	1
28-JAN-13	0774639	B	67.709	1
21-JAN-13	5355187	A	115.0	1
22-JAN-13	0240771	B	89.658	1
22-JAN-13	0243933	A	336.2	2
22-JAN-13	2859451	A	256.6	1
22-JAN-13	3185732	B	75.897	1
22-JAN-13	4505051	B	37.521	1
22-JAN-13	5162934	A	988.4	2
22-JAN-13	5397959	A	442.5	1
23-JAN-13	2833662	C	442.74	3
23-JAN-13	3338817	A	699.1	1
23-JAN-13	3638901	A	955.7	2
23-JAN-13	4521133	B	158.119	2
23-JAN-13	5335416	B	19.9	1
23-JAN-13	5409145	B	33.333	1
23-JAN-13	5420552	B	51.197	1
23-JAN-13	5429834	B	222.137	1
23-JAN-13	5431296	A	384.6	1
24-JAN-13	0099008	B	33.162	1
24-JAN-13	0805885	B	66.8	1
24-JAN-13	0931192	B	110.855	2
24-JAN-13	2661979	C	186.32	1
24-JAN-13	2911624	B	93.932	1
24-JAN-13	3234879	A	699.1	1
24-JAN-13	4038333	A	699.1	1
24-JAN-13	5226310	A	3246.6	2
24-JAN-13	5299665	A	286.7	1
24-JAN-13	5381452	B	59.744	1
24-JAN-13	5448636	B	135.043	1
25-JAN-13	0183668	C	618.0	3
25-JAN-13	0710770	B	110.941	2
25-JAN-13	1443045	B	89.658	1
25-JAN-13	1873757	B	89.658	1
25-JAN-13	2403562	B	98.974	1
25-JAN-13	2736660	B	59.744	1
25-JAN-13	2954940	A	256.6	1
25-JAN-13	4034593	B	192.991	1
25-JAN-13	4962606	C	665.81	1
26-JAN-13	1390175	B	37.521	1
26-JAN-13	1500471	A	699.1	1
26-JAN-13	2674202	A	955.7	2
26-JAN-13	2727429	B	136.667	1
26-JAN-13	2900659	B	192.051	2
26-JAN-13	5446171	B	130.598	1
26-JAN-13	5503410	B	23.932	1
26-JAN-13	5519458	B	75.897	1
27-JAN-13	0056848	B	117.009	1
27-JAN-13	0347514	C	682.91	1
27-JAN-13	0406351	A	2194.7	1
27-JAN-13	1237328	A	699.1	1
27-JAN-13	1578110	B	239.9	1
27-JAN-13	2878644	B	76.753	2
27-JAN-13	3203769	B	64.872	1
27-JAN-13	3590910	A	699.1	1
27-JAN-13	3638901	A	876.1	1
27-JAN-13	4676207	B	82.906	1
27-JAN-13	4678111	A	983.2	3
21-JAN-13	5354507	B	68.291	1
22-JAN-13	0900354	C	627.0	3
22-JAN-13	1638800	B	33.333	1
22-JAN-13	1647980	B	205.043	1
22-JAN-13	2173603	B	55.47	1
22-JAN-13	2543183	A	336.3	1
22-JAN-13	2956861	B	90.427	1
23-JAN-13	0646170	B	136.667	1
23-JAN-13	1665082	A	256.6	1
23-JAN-13	2004929	B	85.385	1
23-JAN-13	3309815	A	2139.0	4
23-JAN-13	3501762	C	182.91	2
24-JAN-13	0805885	C	273.0	7
24-JAN-13	2487168	A	608.8	1
24-JAN-13	3234709	B	81.88	1
24-JAN-13	5100799	C	232.48	4
24-JAN-13	5468798	B	16.068	1
25-JAN-13	1431961	B	23.8	1
25-JAN-13	2529260	C	178.0	1
25-JAN-13	3947383	A	270.8	1
